lineItem/referenceNo,lineItem/tenantId,lineItem/intervalUsageStart,lineItem/intervalUsageEnd,product/service,product/compartmentId,product/compartmentName,product/region,product/availabilityDomain,product/resourceId,usage/billedQuantity,usage/billedQuantityOverage,cost/subscriptionId,cost/productSku,product/Description,cost/unitPrice,cost/unitPriceOverage,cost/myCost,cost/myCostOverage,cost/currencyCode,cost/billingUnitReadable,cost/skuUnitDescription,cost/overageFlag,lineItem/isCorrection,lineItem/backreferenceNo,tags/Oracle-Tags.CreatedBy,tags/Oracle-Tags.CreatedOn,tags/orcl-cloud.free-tier-retained
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+chEyLlkWPfQOWjPZAfgP==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-15T20:00Z,2022-02-15T21:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+MPjeGOnEWeRzcPRzoPrS==,default/aaronthomas@gmail.com,2022-02-15T20:35:35.000Z,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+MnvaMwYwWAONDEmMrHWL==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-15T21:00Z,2022-02-15T22:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+BytDbeMxoXrlrOnqxajf==,default/aaronthomas@gmail.com,2022-02-15T21:22:36.000Z,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+ZborBljlYAApZWtWsMFg==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-15T22:00Z,2022-02-15T23:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+qBYNScyeUwguDIGesQBV==,default/aaronthomas@gmail.com,2022-02-15T23:50:45.000Z,
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+rzthCbEDfMWPRWVXGwWb==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-15T23:00Z,2022-02-16T00:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+BEBMtktzTqTQBWePWXCP==,default/aaronthomas@gmail.com,2022-02-16T00:27:23.000Z,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+nUkZlaQVUkTmatnenXQS==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-16T00:00Z,2022-02-16T01:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+eeXuLgpxUBlQXbBrDuqD==,default/aaronthomas@gmail.com,2022-02-16T01:09:09.000Z,
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+nbZOgTbgxIkoEOyzxGRR==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-16T01:00Z,2022-02-16T02:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+RNxSiqGTDBMsybRDNPQE==,default/aaronthomas@gmail.com,,
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+RzPwxLoGdCzNQNNPotMB==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-16T02:00Z,2022-02-16T03:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+WmAyjdjmbDSxctoxrjIH==,default/aaronthomas@gmail.com,,
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+CNAMZTYCtQLNmSjfEdYh==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-16T03:00Z,2022-02-16T04:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+JgNNRerVTCmNutxmRZxf==,default/aaronthomas@gmail.com,,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+pQYhCvrMcubvYjUybYQn==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-16T04:00Z,2022-02-16T05:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+pomEuzPUgHNwLVhlHoeb==,default/aaronthomas@gmail.com,2022-02-16T04:24:17.000Z,
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+IPXaGBNLeddFdMZqMIgP==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-16T05:00Z,2022-02-16T06:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+ncZODKDzuwEvvtjJcvSp==,default/aaronthomas@gmail.com,2022-02-16T06:46:26.000Z,
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+uHEqGWwRdCwFlgMzaEYG==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-16T06:00Z,2022-02-16T07:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+jatjJkbobvOhBIQixjVN==,default/aaronthomas@gmail.com,2022-02-16T07:11:22.000Z,
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+aDQvMqGJwfuoMZSbSPfD==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-16T07:00Z,2022-02-16T08:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+WwahGotKvmzGTspScjyg==,default/aaronthomas@gmail.com,,
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+ahZRkBeYrTKUkCDrwNwi==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-16T08:00Z,2022-02-16T09:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+faNCpYHLnLUFNxzbTwSU==,default/aaronthomas@gmail.com,2022-02-16T09:25:24.000Z,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+LlAHDaKaCUvuGaSGRYGB==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-16T09:00Z,2022-02-16T10:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+NxqlaJvVTZLNCvYnybpV==,default/aaronthomas@gmail.com,2022-02-16T09:43:27.000Z,
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+xEzdYQMfBfsufzfywivt==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-16T10:00Z,2022-02-16T11:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+zyGleChZUQRFGuqWvZGv==,default/aaronthomas@gmail.com,,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+PdXZxGRuwUAIJZlCKGwt==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-16T11:00Z,2022-02-16T12:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+CRQCbKzJikvgdltavwTB==,default/aaronthomas@gmail.com,2022-02-16T11:47:12.000Z,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+TXRWSWEGkaHzfmkyEHdO==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-16T12:00Z,2022-02-16T13:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+hGwWWDAcWyuXpoxuDpnu==,default/aaronthomas@gmail.com,2022-02-16T13:13:22.000Z,
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+IWyhQodDYXlKTsfijlfY==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-16T13:00Z,2022-02-16T14:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+uyPMSVFBSmlYAFiaQeMD==,default/aaronthomas@gmail.com,2022-02-16T13:43:08.000Z,
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+BuRsDvdqwOAcuLWYMWbT==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-16T14:00Z,2022-02-16T15:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+EeLaGzFdPiRrNRPNFWVP==,default/aaronthomas@gmail.com,,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+WpovPAMxgWNYzDqTSZqM==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-16T15:00Z,2022-02-16T16:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+SQNWsMtCzmTuSdsaEEQg==,default/aaronthomas@gmail.com,2022-02-16T16:44:42.000Z,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+guapuHhCvcszZbYSQIgJ==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-16T16:00Z,2022-02-16T17:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+fcnHikpMrFPQZrKOgpvz==,default/aaronthomas@gmail.com,2022-02-16T17:14:23.000Z,
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+kSdadQfoGthjauKIGtts==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-16T17:00Z,2022-02-16T18:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+mUICRyqFJXojSZhwVIIp==,default/aaronthomas@gmail.com,2022-02-16T17:44:23.000Z,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+xfGwcedmnObjcmwImlCg==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-16T18:00Z,2022-02-16T19:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+QfeTnVrtVdvNaRmjNafN==,default/aaronthomas@gmail.com,,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+YNDdJfUydNgvqrWStNTs==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-16T19:00Z,2022-02-16T20:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+TabkKWFwkzMBItyYHIFP==,default/aaronthomas@gmail.com,2022-02-16T19:33:30.000Z,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+gTFuZZsrxUcqwAUQfmAx==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-16T20:00Z,2022-02-16T21:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+DFByULsduPPasymluKwX==,default/aaronthomas@gmail.com,2022-02-16T21:14:33.000Z,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+DoFgGNPafhJymcBasAQl==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-16T21:00Z,2022-02-16T22:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+NvFBtvRIxSBxtsxTrHrB==,default/aaronthomas@gmail.com,,
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+LrcJuUfcHjzaozSFyBUM==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-16T22:00Z,2022-02-16T23:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+XCFAeKnieAUworjEuXzy==,default/aaronthomas@gmail.com,2022-02-16T22:43:44.000Z,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+YisQVEDcxnyxNORAHTnq==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-16T23:00Z,2022-02-17T00:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+HcKMmQZKgpdMvraOOCUE==,default/aaronthomas@gmail.com,,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+nQURRyNzMiQNOwKiNYMp==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-17T00:00Z,2022-02-17T01:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+QJnCgyKuEOTBjqunKIsG==,default/aaronthomas@gmail.com,,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+nJcWSTcUytLXBwygwKCq==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-17T01:00Z,2022-02-17T02:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+cSqMLXsrWXaQnnKBMKaJ==,default/aaronthomas@gmail.com,2022-02-17T01:37:16.000Z,
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+hMdcGWjvdeNgOlcVsavq==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-17T02:00Z,2022-02-17T03:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+tOeKmRGeuAMJguDGZAYt==,default/aaronthomas@gmail.com,,
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+OcgJeozbSltzUwtHVKDd==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-17T03:00Z,2022-02-17T04:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+flWBWphnQWPacewRHZNA==,default/aaronthomas@gmail.com,2022-02-17T03:16:42.000Z,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+RijwoTdlnlgjYwVnWWNw==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-17T04:00Z,2022-02-17T05:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+xzCbDCwxeFgrrhoFSzog==,default/aaronthomas@gmail.com,2022-02-17T05:09:20.000Z,
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+qSPMvGKJNapIpVjNoYFZ==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-17T05:00Z,2022-02-17T06:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+FFKPOJRIsTuiFkHvxZau==,default/aaronthomas@gmail.com,2022-02-17T06:10:49.000Z,true
