lineItem/referenceNo,lineItem/tenantId,lineItem/intervalUsageStart,lineItem/intervalUsageEnd,product/service,product/resource,product/compartmentId,product/compartmentName,product/region,product/availabilityDomain,product/resourceId,usage/consumedQuantity,usage/billedQuantity,usage/consumedQuantityUnits,usage/consumedQuantityMeasure,lineItem/isCorrection,lineItem/backreferenceNo,tags/Oracle-Tags.CreatedBy,tags/Oracle-Tags.CreatedOn,tags/orcl-cloud.free-tier-retained
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+eWbtRdxkEQDjDWehUKxA==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-12T04:00Z,2022-03-12T05:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+qyqqYkbJtLuQFhVNLYMz==,default/sharonholmes@gmail.com,,
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+VRBCiAmfDCZLaaUUKtJs==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-12T05:00Z,2022-03-12T06:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+hJNHtgGtpifXFyrXYgPZ==,default/sharonholmes@gmail.com,,true
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+zxmJEbQtFRWitfXrYkuv==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-12T06:00Z,2022-03-12T07:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+UQvsJjRgcuHZSqWpiWDB==,default/sharonholmes@gmail.com,,
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+GMwnqiQzDFiGjVcddCzl==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-12T07:00Z,2022-03-12T08:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+cYWBEiWHkGRnluioLrTS==,default/sharonholmes@gmail.com,2022-03-12T07:32:01.000Z,true
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+zAvDwQNYIDmbhWCvsYaK==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-12T08:00Z,2022-03-12T09:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+zeKUgjfRzmTLOlQKEghq==,default/sharonholmes@gmail.com,,
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+JTaPyyZzbaZREgLNirPM==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-12T09:00Z,2022-03-12T10:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+qkEYtJtkdjQQxVBVHCZB==,default/sharonholmes@gmail.com,,
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+SWIDvLXmBNJLMiHUpINL==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-12T10:00Z,2022-03-12T11:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+pfSKKcWIprQSHhbLTLII==,default/sharonholmes@gmail.com,2022-03-12T11:08:23.000Z,true
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+klbMexNXbTvJgocnzYup==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-12T11:00Z,2022-03-12T12:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+IjXRWdWTbtnBSjzKKAAM==,default/sharonholmes@gmail.com,2022-03-12T12:02:16.000Z,
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+uuluPSYskEbsFULyHWlt==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-12T12:00Z,2022-03-12T13:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+jocjRpbmuraHOToVvuQG==,default/sharonholmes@gmail.com,,
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+NaeTiZZWUWTQViNJFBvY==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-12T13:00Z,2022-03-12T14:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+XbQdVNHoEyPAIhGzLLRF==,default/sharonholmes@gmail.com,2022-03-12T13:43:27.000Z,true
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+swHkLkKOxZFTRXjuQvpJ==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-12T14:00Z,2022-03-12T15:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+hDfBwHtrygojGrcFPhdN==,default/sharonholmes@gmail.com,2022-03-12T15:03:19.000Z,
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+kbjimUtTemhCZBlIIVvQ==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-12T15:00Z,2022-03-12T16:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+JRhKuYELQvasPBGksKkd==,default/sharonholmes@gmail.com,2022-03-12T15:13:16.000Z,
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+ReCFNoWpHxBInanxckRW==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-12T16:00Z,2022-03-12T17:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+zCgJrAXRefalunwaJmXw==,default/sharonholmes@gmail.com,2022-03-12T17:41:32.000Z,true
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+uMaoFkHuhVEmcuDupuJj==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-12T17:00Z,2022-03-12T18:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+AKjaTgHCLfvcYURSyswz==,default/sharonholmes@gmail.com,,
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+vrodFhSwpnZiPgcTHhcd==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-12T18:00Z,2022-03-12T19:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+dpySyIeoYpYeaCuCctoV==,default/sharonholmes@gmail.com,,true
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+TKSfTWAzHQEwbsAmsEyi==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-12T19:00Z,2022-03-12T20:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+VCosSwYCQSvLyTdXlwCN==,default/sharonholmes@gmail.com,,
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+yjuyJmXXaLEEydVLYcmf==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-12T20:00Z,2022-03-12T21:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+UaGmBwneNKSYpEVZKnef==,default/sharonholmes@gmail.com,2022-03-12T21:04:37.000Z,
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+lYqgSdVMRyXmEjezYQCh==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-12T21:00Z,2022-03-12T22:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+VnRwkQzgEvVpokyaGvpH==,default/sharonholmes@gmail.com,2022-03-12T21:06:30.000Z,
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+FpiYApkjCKnKvfqXtszw==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-12T22:00Z,2022-03-12T23:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+wIlVROTcrdhVIoeifinT==,default/sharonholmes@gmail.com,2022-03-12T23:05:06.000Z,
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+ujPFSFXnbGcQsHCmQLlN==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-12T23:00Z,2022-03-13T00:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+JRiBOQcPOcFxKOOcBGiX==,default/sharonholmes@gmail.com,,
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+hYcSOpUhLxRGUlthviZk==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-13T00:00Z,2022-03-13T01:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+hDNUOIRjUvcKinKMewUj==,default/sharonholmes@gmail.com,2022-03-13T01:16:50.000Z,
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+qAOmOpBjgVbRHTtsBIcd==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-13T01:00Z,2022-03-13T02:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+ndWbKLYjtCmbuUQSpIwS==,default/sharonholmes@gmail.com,2022-03-13T02:11:42.000Z,
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+pnBRphbtWrQsNpXxNHSB==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-13T02:00Z,2022-03-13T03:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+CNHEMCULRSRuGQzUxGwW==,default/sharonholmes@gmail.com,,true
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+kkgMHBKLhVugmAZIEwdT==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-13T03:00Z,2022-03-13T04:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+BSyelPnbKiYuuyTQxGRy==,default/sharonholmes@gmail.com,2022-03-13T04:44:41.000Z,
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+LFnwNaSCeGGpZUGcfSXr==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-13T04:00Z,2022-03-13T05:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+psfZsGqFdovifuJXBorv==,default/sharonholmes@gmail.com,2022-03-13T05:26:25.000Z,
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+fCNfTVFGJZZNSzODrivB==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-13T05:00Z,2022-03-13T06:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+kpAaAMLAkDZQYtwqEGyB==,default/sharonholmes@gmail.com,2022-03-13T06:46:11.000Z,
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+QPwNsSjqNrpTUnDSUHJN==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-13T06:00Z,2022-03-13T07:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+RZylOytRVHlSyoXgBcGD==,default/sharonholmes@gmail.com,2022-03-13T07:45:27.000Z,true
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+sWEUnRUNSFVsiaFWmUgJ==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-13T07:00Z,2022-03-13T08:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+RqkYJXkjuYWXysLjKduK==,default/sharonholmes@gmail.com,2022-03-13T07:27:05.000Z,true
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+srhgPSjgRNkUmjAkgugK==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-13T08:00Z,2022-03-13T09:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+LzcQNQyAqqfQZzCXozHQ==,default/sharonholmes@gmail.com,2022-03-13T08:15:05.000Z,
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+qILlBvfQplzMEucFWCdV==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-13T09:00Z,2022-03-13T10:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+lxAsXyBBPJgfxIiuXhfF==,default/sharonholmes@gmail.com,,
